time (Julian Date),tsi_1au (W/m^2),instrument_accuracy_1au (W/m^2),instrument_precision_1au (W/m^2),solar_standard_deviation_1au (W/m^2),measurement_uncertainty_1au (W/m^2),tsi_true_earth (W/m^2),instrument_accuracy_true_earth (W/m^2),instrument_precision_true_earth (W/m^2),solar_standard_deviation_true_earth (W/m^2),measurement_uncertainty_true_earth (W/m^2),avg_measurement_date (Julian Date),std_dev_measurement_date (days)
2455588.0,1360.7608,0.4884,0.0068,0.05928,0.492,1403.6838,0.5038,0.0068,0.1309,0.5205,2455588.047902,0.2895
2455589.0,1360.7713,0.4884,0.0068,0.05199,0.4911,1403.3661,0.5037,0.0068,0.101,0.5137,2455588.99999,0.303
2455590.0,1360.801,0.4884,0.0068,0.05415,0.4914,1403.063,0.5036,0.0068,0.08249,0.5103,2455589.936726,0.248
2455591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455591.0,0.0
2455592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455592.0,0.0
2455593.0,1360.8855,0.4884,0.0068,0.04586,0.4906,1401.9127,0.5031,0.0068,0.09773,0.5125,2455593.200443,0.2473
2455594.0,1360.9008,0.4884,0.0068,0.04237,0.4903,1401.5595,0.503,0.0068,0.1133,0.5156,2455594.124206,0.2427
2455595.0,1360.9347,0.4884,0.0068,0.05028,0.491,1401.2352,0.5029,0.0068,0.1249,0.5182,2455595.005626,0.294
2455596.0,1360.9476,0.4884,0.0068,0.05128,0.4911,1400.8608,0.5028,0.0068,0.1325,0.5199,2455595.938882,0.3154
2455597.0,1360.9914,0.4885,0.0068,0.0529,0.4913,1400.457,0.5026,0.0068,0.1306,0.5193,2455596.997632,0.2988
2455598.0,1361.0055,0.4885,0.0068,0.04715,0.4907,1400.0363,0.5025,0.0068,0.1269,0.5183,2455598.003041,0.3009
2455599.0,1361.0444,0.4885,0.0068,0.05301,0.4913,1399.6355,0.5023,0.0068,0.1266,0.518,2455599.001004,0.2912
2455600.0,1361.0656,0.4886,0.0068,0.04744,0.4909,1399.2011,0.5023,0.0068,0.1417,0.5219,2455600.013072,0.2908
2455601.0,1361.0401,0.4886,0.0068,0.05501,0.4917,1398.6955,0.5021,0.0068,0.1452,0.5227,2455601.054911,0.2583
2455602.0,1360.9956,0.4886,0.0068,0.0464,0.4908,1398.1923,0.502,0.0068,0.1599,0.5268,2455602.028085,0.2889
2455603.0,1360.9769,0.4886,0.0068,0.04949,0.4911,1397.7081,0.5018,0.0068,0.1518,0.5242,2455602.997589,0.2943
2455604.0,1360.9682,0.4886,0.0068,0.05257,0.4914,1397.2049,0.5016,0.0068,0.1588,0.5261,2455604.006342,0.2914
2455605.0,1360.9595,0.4886,0.0068,0.05997,0.4923,1396.6934,0.5014,0.0068,0.1698,0.5294,2455605.009478,0.2792
2455606.0,1360.6824,0.4885,0.0068,0.1183,0.5026,1395.9038,0.5011,0.0068,0.2636,0.5662,2455605.995391,0.2888
2455607.0,1360.5188,0.4884,0.0068,0.056,0.4916,1395.2158,0.5009,0.0068,0.176,0.5309,2455606.987409,0.2871
2455608.0,1360.5231,0.4884,0.0068,0.04751,0.4907,1394.6596,0.5007,0.0068,0.1612,0.526,2455608.03044,0.2676
2455609.0,1360.5404,0.4884,0.0068,0.065,0.4927,1394.1698,0.5005,0.0068,0.1275,0.5165,2455608.952201,0.2891
2455610.0,1360.5893,0.4885,0.0068,0.04751,0.4908,1393.6244,0.5003,0.0068,0.186,0.5338,2455610.00756,0.2933
2455611.0,1360.6066,0.4885,0.0068,0.06258,0.4925,1393.0571,0.5001,0.0068,0.2027,0.5396,2455611.018179,0.2899
2455612.0,1360.6065,0.4885,0.0068,0.0499,0.491,1392.4678,0.4999,0.0068,0.1641,0.5261,2455612.011842,0.2866
2455613.0,1360.614,0.4885,0.0068,0.05264,0.4913,1391.8752,0.4997,0.0068,0.1698,0.5278,2455613.001949,0.282
2455614.0,1360.698,0.4885,0.0068,0.06339,0.4926,1391.3531,0.4995,0.0068,0.1682,0.527,2455613.983876,0.2959
2455615.0,1360.8071,0.4885,0.0068,0.04822,0.4909,1390.7818,0.4993,0.0068,0.1516,0.5218,2455615.065272,0.2529
2455616.0,1360.8542,0.4885,0.0068,0.05084,0.4912,1390.2063,0.4991,0.0068,0.2022,0.5385,2455616.035273,0.2841
2455617.0,1360.8065,0.4885,0.0068,0.05623,0.4918,1389.5309,0.4988,0.0068,0.2239,0.5468,2455616.996174,0.2872
2455618.0,1360.7922,0.4887,0.0068,0.05438,0.4917,1388.8533,0.4987,0.0068,0.1781,0.5296,2455617.99993,0.2858
2455619.0,1360.8713,0.4887,0.0068,0.06138,0.4925,1388.2768,0.4985,0.0068,0.1658,0.5254,2455618.983757,0.2946
2455620.0,1360.9328,0.4887,0.0068,0.05276,0.4916,1387.6605,0.4983,0.0068,0.1774,0.529,2455619.990381,0.2935
2455621.0,1360.9135,0.4887,0.0068,0.06559,0.4931,1386.9488,0.4981,0.0068,0.2503,0.5574,2455621.007599,0.2922
2455622.0,1360.7086,0.4886,0.0068,0.06837,0.4934,1386.0179,0.4977,0.0068,0.2117,0.5409,2455622.061451,0.2272
2455623.0,1360.6344,0.4886,0.0068,0.05783,0.492,1385.2718,0.4975,0.0068,0.1789,0.5286,2455623.033854,0.2737
2455624.0,1360.658,0.4886,0.0068,0.05165,0.4913,1384.5533,0.4972,0.0068,0.1752,0.5272,2455624.104738,0.2566
2455625.0,1360.606,0.4886,0.0068,0.06032,0.4923,1383.8992,0.497,0.0068,0.2342,0.5494,2455624.968066,0.271
2455626.0,1360.5111,0.4886,0.0068,0.05657,0.4918,1383.0883,0.4967,0.0068,0.2056,0.5375,2455625.989601,0.285
2455627.0,1360.5972,0.4886,0.0068,0.08326,0.4956,1382.4547,0.4964,0.0068,0.1516,0.5191,2455627.016593,0.286
2455628.0,1360.6956,0.4886,0.0068,0.04787,0.491,1381.8549,0.4962,0.0068,0.2066,0.5375,2455628.009152,0.2913
2455629.0,1360.5505,0.4886,0.0068,0.06109,0.4924,1380.9673,0.4959,0.0068,0.2322,0.5476,2455629.055104,0.2718
2455630.0,1360.4091,0.4885,0.0068,0.08188,0.4953,1380.1348,0.4956,0.0068,0.2672,0.5631,2455630.02489,0.2784
2455631.0,1360.3231,0.4885,0.0068,0.05846,0.492,1379.2762,0.4953,0.0068,0.1798,0.5269,2455631.105765,0.2449
2455632.0,1360.4252,0.4885,0.0068,0.08621,0.4961,1378.7452,0.4951,0.0068,0.146,0.5162,2455631.990648,0.2919
2455633.0,1360.7042,0.4888,0.0068,0.08825,0.4967,1378.3005,0.4951,0.0068,0.1386,0.5141,2455633.000029,0.2914
2455634.0,1360.9956,0.4889,0.0068,0.1001,0.499,1377.855,0.4949,0.0068,0.137,0.5135,2455634.021529,0.2975
2455635.0,1361.1585,0.4889,0.0068,0.05572,0.4921,1377.2943,0.4947,0.0068,0.2142,0.5391,2455635.015706,0.2961
2455636.0,1361.209,0.4889,0.0068,0.04872,0.4914,1376.5627,0.4945,0.0068,0.1989,0.533,2455636.080043,0.2807
2455637.0,1361.1733,0.4889,0.0068,0.05346,0.4918,1375.8494,0.4942,0.0068,0.2484,0.5531,2455636.993412,0.2972
2455638.0,1361.0801,0.4889,0.0068,0.06612,0.4934,1375.0026,0.4939,0.0068,0.2802,0.5678,2455638.000125,0.3067
2455639.0,1360.9706,0.4889,0.0068,0.06303,0.4929,1374.1333,0.4936,0.0068,0.2682,0.5618,2455639.005532,0.2889
2455640.0,1360.8696,0.4888,0.0068,0.04812,0.4912,1373.2643,0.4933,0.0068,0.2423,0.5496,2455640.012108,0.2858
2455641.0,1360.8518,0.4888,0.0068,0.04526,0.4909,1372.4971,0.493,0.0068,0.2236,0.5413,2455640.986008,0.2932
2455642.0,1360.7351,0.4888,0.0068,0.1394,0.5083,1371.5963,0.4927,0.0068,0.3489,0.6037,2455641.995096,0.2937
2455643.0,1360.5838,0.4887,0.0068,0.1335,0.5066,1370.6114,0.4923,0.0068,0.1444,0.5131,2455643.058604,0.2748
2455644.0,1360.8991,0.4888,0.0068,0.05295,0.4917,1370.1619,0.4922,0.0068,0.2254,0.5413,2455644.0319,0.2798
2455645.0,1360.9224,0.4888,0.0068,0.04986,0.4914,1369.4203,0.4919,0.0068,0.2571,0.555,2455644.997082,0.3108
2455646.0,1360.9052,0.4888,0.0068,0.04861,0.4912,1368.6029,0.4916,0.0068,0.235,0.5449,2455646.002584,0.2934
2455647.0,1360.9188,0.4888,0.0068,0.05741,0.4922,1367.8223,0.4913,0.0068,0.2669,0.5591,2455646.997842,0.2955
2455648.0,1360.9463,0.4889,0.0068,0.05823,0.4923,1367.0503,0.491,0.0068,0.2049,0.5321,2455647.998433,0.2809
2455649.0,1361.0348,0.4889,0.0068,0.05364,0.4918,1366.3532,0.4908,0.0068,0.2235,0.5393,2455648.981841,0.3022
2455650.0,1361.1372,0.4891,0.0068,0.05074,0.4917,1365.5836,0.4907,0.0068,0.1932,0.5273,2455650.074184,0.2592
2455651.0,1361.2085,0.4891,0.0068,0.0624,0.493,1364.9144,0.4904,0.0068,0.1942,0.5275,2455651.003441,0.2902
2455652.0,1361.3698,0.4891,0.0068,0.06508,0.4935,1364.3157,0.4902,0.0068,0.2084,0.5327,2455651.959947,0.32
2455653.0,1361.4742,0.4892,0.0068,0.05862,0.4927,1363.596,0.4899,0.0068,0.1946,0.5272,2455653.000203,0.2865
2455654.0,1361.5838,0.4892,0.0068,0.04904,0.4917,1363.1304,0.4898,0.0068,0.1637,0.5164,2455653.728804,0.2033
2455655.0,1361.5448,0.4892,0.0068,0.07514,0.4949,1362.0791,0.4894,0.0068,0.2955,0.5717,2455655.017143,0.3067
2455656.0,1361.4237,0.4892,0.0068,0.04745,0.4915,1361.1603,0.4891,0.0068,0.2328,0.5416,2455656.038355,0.2934
2455657.0,1361.4393,0.4892,0.0068,0.04633,0.4914,1360.3752,0.4888,0.0068,0.2143,0.5337,2455657.069219,0.2617
2455658.0,1361.4388,0.4892,0.0068,0.04788,0.4915,1359.6279,0.4885,0.0068,0.2243,0.5375,2455658.036042,0.277
2455659.0,1361.421,0.4892,0.0068,0.04994,0.4917,1358.8555,0.4882,0.0068,0.2433,0.5455,2455659.018414,0.2849
2455660.0,1361.4055,0.4892,0.0068,0.04439,0.4912,1358.0942,0.488,0.0068,0.21,0.5312,2455659.994396,0.2873
2455661.0,1361.4399,0.4892,0.0068,0.04921,0.4916,1357.3627,0.4877,0.0068,0.2345,0.5412,2455661.001719,0.2928
2455662.0,1361.3373,0.4891,0.0068,0.0778,0.4953,1356.4948,0.4874,0.0068,0.2836,0.5639,2455662.013526,0.2922
2455663.0,1361.2001,0.4891,0.0068,0.06769,0.4937,1355.6079,0.4871,0.0068,0.264,0.554,2455663.009168,0.29
2455664.0,1361.0801,0.489,0.0068,0.05038,0.4916,1354.7339,0.4868,0.0068,0.2259,0.5366,2455664.013925,0.2779
2455665.0,1361.0324,0.489,0.0068,0.05076,0.4916,1353.9521,0.4865,0.0068,0.2375,0.5414,2455664.994208,0.2934
2455666.0,1360.9495,0.4891,0.0068,0.06359,0.4932,1353.1253,0.4863,0.0068,0.2518,0.5476,2455665.989358,0.2855
2455667.0,1360.7754,0.4891,0.0068,0.08352,0.4961,1352.178,0.486,0.0068,0.2915,0.5667,2455667.025397,0.297
2455668.0,1360.6892,0.489,0.0068,0.04948,0.4915,1351.3582,0.4857,0.0068,0.235,0.5396,2455668.007699,0.292
2455669.0,1360.6855,0.489,0.0068,0.05051,0.4916,1350.6101,0.4854,0.0068,0.2102,0.529,2455669.00317,0.2865
2455670.0,1360.6967,0.489,0.0068,0.04598,0.4912,1349.8747,0.4851,0.0068,0.2217,0.5334,2455670.00085,0.2864
2455671.0,1360.6971,0.489,0.0068,0.0569,0.4923,1349.1074,0.4849,0.0068,0.1901,0.5208,2455671.026469,0.2633
2455672.0,1360.8212,0.4891,0.0068,0.0494,0.4916,1348.4922,0.4846,0.0068,0.1993,0.524,2455672.012817,0.2868
2455673.0,1360.9969,0.4891,0.0068,0.0708,0.4942,1347.9232,0.4844,0.0068,0.1807,0.517,2455673.006874,0.2902
2455674.0,1360.9625,0.4891,0.0068,0.05766,0.4925,1347.1521,0.4842,0.0068,0.2492,0.5445,2455673.995473,0.2921
2455675.0,1361.0024,0.4891,0.0068,0.06415,0.4933,1346.4433,0.4839,0.0068,0.1776,0.5155,2455675.00273,0.2889
2455676.0,1361.0149,0.4891,0.0068,0.04676,0.4914,1345.728,0.4837,0.0068,0.2238,0.5329,2455675.98745,0.2911
2455677.0,1361.0763,0.4892,0.0068,0.05114,0.4918,1345.0501,0.4834,0.0068,0.1891,0.5191,2455676.993371,0.2828
2455678.0,1361.1415,0.4892,0.0068,0.05935,0.4928,1344.3555,0.4832,0.0068,0.1629,0.5099,2455678.035452,0.2728
2455679.0,1361.2481,0.4892,0.0068,0.06247,0.4932,1343.7689,0.483,0.0068,0.1834,0.5166,2455678.993876,0.2931
2455680.0,1361.3705,0.4893,0.0068,0.06017,0.493,1343.067,0.4827,0.0068,0.144,0.5037,2455680.14554,0.2241
2455681.0,1361.5092,0.4893,0.0068,0.04947,0.4918,1342.5908,0.4825,0.0068,0.1952,0.5205,2455681.013899,0.2943
2455682.0,1361.5129,0.4893,0.0068,0.0508,0.492,1341.91,0.4823,0.0068,0.2073,0.5249,2455681.994123,0.2901
2455683.0,1361.4757,0.4895,0.0068,0.06106,0.4932,1341.2009,0.4822,0.0068,0.2344,0.5361,2455682.969765,0.2935
2455684.0,1361.3488,0.4894,0.0068,0.05562,0.4926,1340.3898,0.4819,0.0068,0.2243,0.5315,2455683.979205,0.2898
2455685.0,1361.2911,0.4894,0.0068,0.05337,0.4923,1339.6022,0.4816,0.0068,0.1684,0.5102,2455685.071273,0.2537
2455686.0,1361.2777,0.4894,0.0068,0.05783,0.4928,1338.9462,0.4814,0.0068,0.2191,0.5289,2455686.04748,0.2871
2455687.0,1361.2609,0.4894,0.0068,0.04828,0.4917,1338.2055,0.4811,0.0068,0.1569,0.506,2455687.165412,0.2269
2455688.0,1361.2332,0.4894,0.0068,0.04791,0.4917,1337.6575,0.4809,0.0068,0.1915,0.5176,2455687.9823,0.2895
2455689.0,1361.2545,0.4894,0.0068,0.05662,0.4926,1337.0338,0.4807,0.0068,0.1774,0.5124,2455689.008517,0.2933
2455690.0,1361.2691,0.4894,0.0068,0.05211,0.4921,1336.4394,0.4804,0.0068,0.2038,0.5219,2455689.993044,0.2985
2455691.0,1361.2515,0.4894,0.0068,0.04858,0.4918,1335.7822,0.4802,0.0068,0.1988,0.5197,2455691.044405,0.2977
2455692.0,1361.2435,0.4894,0.0068,0.04902,0.4918,1335.1339,0.48,0.0068,0.1482,0.5023,2455692.113245,0.272
2455693.0,1361.2518,0.4894,0.0068,0.05659,0.4926,1334.6051,0.4798,0.0068,0.1835,0.5137,2455693.021955,0.2985
2455694.0,1361.2317,0.4894,0.0068,0.04903,0.4918,1334.0397,0.4796,0.0068,0.1775,0.5114,2455693.95635,0.2965
2455695.0,1361.1916,0.4893,0.0068,0.04351,0.4913,1333.4011,0.4794,0.0068,0.1818,0.5127,2455694.994445,0.2996
2455696.0,1361.1383,0.4893,0.0068,0.04996,0.4919,1332.7651,0.4791,0.0068,0.1976,0.5183,2455696.016988,0.3121
2455697.0,1361.0972,0.4893,0.0068,0.0506,0.4919,1332.1572,0.4789,0.0068,0.1729,0.5091,2455697.02067,0.2967
2455698.0,1361.0715,0.4893,0.0068,0.04594,0.4915,1331.7419,0.4788,0.0068,0.09535,0.4882,2455697.715842,0.117
2455699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455699.0,0.0
2455700.0,1361.1037,0.4895,0.0068,0.05158,0.4922,1330.4593,0.4784,0.0068,0.1289,0.4955,2455700.089278,0.2535
2455701.0,1361.1474,0.4895,0.0068,0.05421,0.4925,1330.0118,0.4783,0.0068,0.1581,0.5037,2455700.988335,0.2917
2455702.0,1361.1223,0.4895,0.0068,0.05055,0.4921,1329.4728,0.4781,0.0068,0.1691,0.5071,2455701.941172,0.2704
2455703.0,1361.1162,0.4895,0.0068,0.05545,0.4926,1328.894,0.4779,0.0068,0.1545,0.5022,2455703.015551,0.2997
2455704.0,1361.1702,0.4895,0.0068,0.046,0.4916,1328.4215,0.4777,0.0068,0.1522,0.5014,2455704.014821,0.2962
2455705.0,1361.2139,0.4895,0.0068,0.0558,0.4927,1327.9573,0.4775,0.0068,0.1371,0.4968,2455704.993908,0.2847
2455706.0,1361.2165,0.4895,0.0068,0.05442,0.4925,1327.4202,0.4773,0.0068,0.1614,0.5039,2455706.055305,0.268
2455707.0,1361.1844,0.4895,0.0068,0.0539,0.4924,1326.9191,0.4772,0.0068,0.1699,0.5065,2455706.997656,0.3011
2455708.0,1361.195,0.4895,0.0068,0.05369,0.4924,1326.438,0.477,0.0068,0.1669,0.5053,2455708.004042,0.2908
2455709.0,1361.1137,0.4895,0.0068,0.05256,0.4923,1325.8778,0.4768,0.0068,0.1668,0.5051,2455709.012327,0.2924
2455710.0,1361.0552,0.4894,0.0068,0.04775,0.4918,1325.355,0.4766,0.0068,0.1374,0.496,2455710.013961,0.2866
2455711.0,1361.1126,0.4895,0.0068,0.05184,0.4922,1324.9644,0.4765,0.0068,0.1206,0.4915,2455711.000447,0.2851
2455712.0,1361.1098,0.4895,0.0068,0.04258,0.4913,1324.525,0.4763,0.0068,0.143,0.4973,2455711.993716,0.2867
2455713.0,1361.1234,0.4896,0.0068,0.05827,0.4931,1324.0934,0.4763,0.0068,0.09845,0.4863,2455713.038137,0.2701
2455714.0,1361.1652,0.4896,0.0068,0.05188,0.4924,1323.7244,0.4761,0.0068,0.1141,0.4896,2455714.033382,0.2807
2455715.0,1361.1162,0.4896,0.0068,0.05373,0.4925,1323.2866,0.476,0.0068,0.1335,0.4943,2455715.014878,0.2881
2455716.0,1361.0717,0.4896,0.0068,0.0541,0.4926,1322.8664,0.4758,0.0068,0.1371,0.4952,2455715.997873,0.2892
2455717.0,1361.1279,0.4896,0.0068,0.05739,0.4929,1322.5524,0.4757,0.0068,0.09203,0.4845,2455716.995786,0.2814
2455718.0,1361.2147,0.4896,0.0068,0.05569,0.4928,1322.287,0.4756,0.0068,0.09267,0.4846,2455717.980512,0.2926
2455719.0,1361.2837,0.4897,0.0068,0.05749,0.493,1322.0116,0.4755,0.0068,0.08438,0.483,2455718.9834,0.2932
2455720.0,1361.3435,0.4897,0.0068,0.04593,0.4918,1321.7126,0.4754,0.0068,0.09637,0.4851,2455720.07311,0.2532
2455721.0,1361.3288,0.4897,0.0068,0.04886,0.4921,1321.4058,0.4753,0.0068,0.1106,0.488,2455721.002722,0.284
2455722.0,1361.2495,0.4896,0.0068,0.05986,0.4933,1321.0254,0.4752,0.0068,0.1323,0.4932,2455722.003183,0.2908
2455723.0,1361.1611,0.4896,0.0068,0.05233,0.4924,1320.6511,0.475,0.0068,0.1076,0.4871,2455722.990398,0.2829
2455724.0,1361.1219,0.4896,0.0068,0.05487,0.4927,1320.3318,0.4749,0.0068,0.1088,0.4872,2455723.987038,0.2924
2455725.0,1361.1092,0.4896,0.0068,0.05108,0.4922,1320.0437,0.4748,0.0068,0.09022,0.4833,2455724.998222,0.2908
2455726.0,1361.0565,0.4896,0.0068,0.04675,0.4918,1319.7263,0.4747,0.0068,0.09996,0.4851,2455726.00807,0.2938
2455727.0,1361.0549,0.4896,0.0068,0.03692,0.491,1319.4534,0.4746,0.0068,0.06861,0.4795,2455727.071336,0.2513
2455728.0,1361.0564,0.4896,0.0068,0.06474,0.4938,1319.2148,0.4745,0.0068,0.1179,0.489,2455728.043283,0.2763
2455729.0,1361.0037,0.4897,0.0068,0.06127,0.4935,1318.9151,0.4745,0.0068,0.05903,0.4782,2455729.083512,0.2709
2455730.0,1361.059,0.4897,0.0068,0.05112,0.4924,1318.7624,0.4745,0.0068,0.08508,0.4821,2455729.975998,0.2868
2455731.0,1361.1171,0.4897,0.0068,0.05549,0.4929,1318.5853,0.4744,0.0068,0.06479,0.4788,2455731.023421,0.2894
2455732.0,1361.0944,0.4897,0.0068,0.05548,0.4929,1318.3533,0.4743,0.0068,0.0952,0.4838,2455732.00619,0.3015
2455733.0,1361.0581,0.4897,0.0068,0.04868,0.4921,1318.1146,0.4743,0.0068,0.08758,0.4823,2455733.002943,0.2908
2455734.0,1361.0612,0.4897,0.0068,0.05248,0.4925,1317.9163,0.4742,0.0068,0.05799,0.4777,2455734.041956,0.2769
2455735.0,1361.1316,0.4897,0.0068,0.05144,0.4924,1317.8138,0.4741,0.0068,0.06437,0.4785,2455734.974674,0.2916
2455736.0,1361.1889,0.4898,0.0068,0.05025,0.4923,1317.6977,0.4741,0.0068,0.04921,0.4767,2455735.973773,0.294
2455737.0,1361.3034,0.4898,0.0068,0.06632,0.4943,1317.6449,0.4741,0.0068,0.04626,0.4763,2455737.000197,0.2955
2455738.0,1361.3472,0.4898,0.0068,0.05002,0.4924,1317.539,0.4741,0.0068,0.06639,0.4787,2455738.013104,0.3046
2455739.0,1361.337,0.4898,0.0068,0.05429,0.4928,1317.397,0.474,0.0068,0.07656,0.4801,2455739.007982,0.2867
2455740.0,1361.2843,0.4898,0.0068,0.04902,0.4922,1317.2279,0.4739,0.0068,0.06096,0.4778,2455740.001332,0.2849
2455741.0,1361.2799,0.4898,0.0068,0.04282,0.4917,1317.1163,0.4739,0.0068,0.04499,0.476,2455741.035166,0.2798
2455742.0,1361.2263,0.4898,0.0068,0.07168,0.495,1316.9771,0.4738,0.0068,0.08929,0.4822,2455742.021647,0.3031
2455743.0,1361.117,0.4897,0.0068,0.05735,0.4931,1316.7904,0.4738,0.0068,0.06221,0.4778,2455743.138183,0.2145
2455744.0,1361.0995,0.4897,0.0068,0.05,0.4923,1316.7257,0.4738,0.0068,0.05613,0.4771,2455743.991356,0.3071
2455745.0,1361.0615,0.4898,0.0068,0.04901,0.4923,1316.647,0.4739,0.0068,0.0473,0.4762,2455745.001905,0.2919
2455746.0,1361.0294,0.4898,0.0068,0.0515,0.4925,1316.5907,0.4738,0.0068,0.05202,0.4767,2455745.991742,0.2845
2455747.0,1361.0115,0.4898,0.0068,0.06046,0.4935,1316.5638,0.4738,0.0068,0.05827,0.4774,2455746.995082,0.3
2455748.0,1361.0369,0.4898,0.0068,0.04381,0.4918,1316.5924,0.4738,0.0068,0.0425,0.4757,2455747.886206,0.1953
2455749.0,1361.1118,0.4899,0.0068,0.05269,0.4927,1316.697,0.4739,0.0068,0.05231,0.4768,2455749.342793,0.0993
2455750.0,1361.1005,0.4899,0.0068,0.05325,0.4927,1316.7104,0.4739,0.0068,0.05284,0.4768,2455749.990768,0.3046
2455751.0,1361.0675,0.4898,0.0068,0.05285,0.4927,1316.727,0.4739,0.0068,0.05377,0.4769,2455751.010103,0.3046
2455752.0,1361.016,0.4898,0.0068,0.06071,0.4936,1316.7361,0.4739,0.0068,0.05013,0.4765,2455751.994354,0.2836
2455753.0,1360.963,0.4898,0.0068,0.05232,0.4926,1316.7553,0.4739,0.0068,0.0478,0.4763,2455752.987236,0.2921
2455754.0,1360.9894,0.4898,0.0068,0.05855,0.4933,1316.8632,0.4739,0.0068,0.07015,0.4791,2455753.99734,0.2884
2455755.0,1361.1346,0.4899,0.0068,0.05234,0.4927,1317.1024,0.474,0.0068,0.06806,0.4789,2455755.075831,0.2518
2455756.0,1361.2334,0.4899,0.0068,0.06089,0.4937,1317.2963,0.4741,0.0068,0.07792,0.4805,2455756.046146,0.2958
2455757.0,1361.2699,0.4899,0.0068,0.0528,0.4928,1317.4226,0.4741,0.0068,0.05986,0.4779,2455756.88132,0.2764
2455758.0,1361.2514,0.4899,0.0068,0.05297,0.4928,1317.5347,0.4742,0.0068,0.04847,0.4767,2455757.987037,0.296
2455759.0,1361.2097,0.4899,0.0068,0.04982,0.4924,1317.6215,0.4742,0.0068,0.06885,0.4792,2455758.990914,0.3012
2455760.0,1361.1887,0.4899,0.0068,0.04972,0.4924,1317.7394,0.4743,0.0068,0.05598,0.4775,2455760.010035,0.299
2455761.0,1361.2126,0.49,0.0068,0.05136,0.4927,1317.9115,0.4744,0.0068,0.07592,0.4805,2455761.036993,0.3102
2455762.0,1361.2639,0.4901,0.0068,0.04789,0.4924,1318.1271,0.4745,0.0068,0.06711,0.4792,2455762.108422,0.2351
2455763.0,1361.2096,0.49,0.0068,0.05497,0.4931,1318.2253,0.4746,0.0068,0.0601,0.4784,2455763.021064,0.2989
2455764.0,1361.1964,0.49,0.0068,0.04751,0.4923,1318.3854,0.4746,0.0068,0.07904,0.4812,2455764.009133,0.29
2455765.0,1361.2435,0.49,0.0068,0.0544,0.4931,1318.6135,0.4747,0.0068,0.09088,0.4833,2455764.989928,0.3041
2455766.0,1361.2561,0.4901,0.0068,0.04939,0.4925,1318.8231,0.4748,0.0068,0.06427,0.4791,2455765.991102,0.2918
2455767.0,1361.1951,0.49,0.0068,0.05201,0.4928,1318.9841,0.4748,0.0068,0.06139,0.4788,2455767.039892,0.2991
2455768.0,1361.1255,0.49,0.0068,0.05155,0.4927,1319.1338,0.4749,0.0068,0.06862,0.4798,2455768.015522,0.2899
2455769.0,1361.0575,0.49,0.0068,0.05809,0.4934,1319.317,0.475,0.0068,0.07332,0.4806,2455769.070731,0.2509
2455770.0,1360.9861,0.49,0.0068,0.06287,0.494,1319.4835,0.475,0.0068,0.06112,0.4789,2455770.013001,0.2766
2455771.0,1360.8309,0.4899,0.0068,0.06379,0.494,1319.5908,0.4751,0.0068,0.06628,0.4797,2455770.989723,0.2927
2455772.0,1360.5555,0.4898,0.0068,0.1189,0.504,1319.606,0.4751,0.0068,0.05462,0.4782,2455772.002978,0.2914
2455773.0,1360.258,0.4897,0.0068,0.08749,0.4974,1319.6084,0.4751,0.0068,0.0551,0.4782,2455772.993067,0.2909
2455774.0,1359.9923,0.4896,0.0068,0.09969,0.4996,1319.6664,0.4751,0.0068,0.052,0.4779,2455774.014165,0.2864
2455775.0,1359.7175,0.4895,0.0068,0.07459,0.4951,1319.7178,0.4751,0.0068,0.08922,0.4834,2455774.994261,0.2832
2455776.0,1359.7928,0.4897,0.0068,0.06452,0.4939,1320.1441,0.4754,0.0068,0.136,0.4945,2455776.033966,0.2643
2455777.0,1360.0521,0.4898,0.0068,0.1272,0.506,1320.7362,0.4756,0.0068,0.2249,0.5261,2455776.993934,0.2931
2455778.0,1360.3914,0.4899,0.0068,0.1257,0.5058,1321.4344,0.4758,0.0068,0.2256,0.5266,2455777.995704,0.293
2455779.0,1360.7003,0.49,0.0068,0.06899,0.4948,1322.1205,0.4761,0.0068,0.1618,0.5028,2455779.008497,0.2874
2455780.0,1360.7609,0.49,0.0068,0.05651,0.4933,1322.5738,0.4763,0.0068,0.1279,0.4931,2455780.011456,0.2869
2455781.0,1360.8262,0.49,0.0068,0.06823,0.4948,1323.0351,0.4764,0.0068,0.166,0.5045,2455780.99611,0.2812
2455782.0,1360.9485,0.4901,0.0068,0.05167,0.4928,1323.5642,0.4766,0.0068,0.1401,0.4968,2455781.986814,0.2883
2455783.0,1361.1113,0.4901,0.0068,0.05978,0.4938,1324.1706,0.4768,0.0068,0.1566,0.5019,2455783.044987,0.2698
2455784.0,1361.2337,0.4902,0.0068,0.05516,0.4933,1324.7102,0.477,0.0068,0.15,0.5001,2455784.018569,0.2826
2455785.0,1361.3022,0.4902,0.0068,0.04779,0.4925,1325.2542,0.4772,0.0068,0.1194,0.4919,2455785.103723,0.2622
2455786.0,1361.3331,0.4902,0.0068,0.05201,0.493,1325.6822,0.4774,0.0068,0.136,0.4964,2455785.993405,0.2906
